0.000000	0.047645
0.047645	0.095290
0.095290	0.142935
0.142935	0.190580
0.190580	0.238225
0.238225	0.285870
0.285870	0.333515
0.333515	0.381160
0.381160	0.428806
0.428806	0.476451
0.476451	0.524096
0.524096	0.571741
0.571741	0.619386
0.619386	0.667031
0.667031	0.714676
0.714676	0.762321
0.762321	0.809966
0.809966	0.857611
0.857611	0.905256
0.905256	0.952901
0.952901	1.000546
1.000546	1.048191
1.048191	1.095836
1.095836	1.143481
1.143481	1.191126
1.191126	1.238772
1.238772	1.286417
1.286417	1.334062
1.334062	1.381707
1.381707	1.429352
1.429352	1.476997
1.476997	1.524642
1.524642	1.572287
1.572287	1.619932
1.619932	1.667577
1.667577	1.715222
1.715222	1.762867
1.762867	1.810512
1.810512	1.858157
1.858157	1.905802
1.905802	1.953447
1.953447	2.001093
2.001093	2.048738
2.048738	2.096383
2.096383	2.144028
2.144028	2.191673
2.191673	2.239318
2.239318	2.286963
2.286963	2.334608
2.334608	2.382253
2.382253	2.429898
2.429898	2.477543
2.477543	2.525188
2.525188	2.572833
2.572833	2.620478
2.620478	2.668123
2.668123	2.715768
2.715768	2.763413
2.763413	2.811059
2.811059	2.858704
2.858704	2.906349
2.906349	2.953994
2.953994	3.001639
3.001639	3.049284
3.049284	3.096929
3.096929	3.144574
3.144574	3.192219
3.192219	3.239864
3.239864	3.287509
3.287509	3.335154
3.335154	3.382799
3.382799	3.430444
3.430444	3.478089
3.478089	3.525734
3.525734	3.573380
3.573380	3.621025
3.621025	3.668670
3.668670	3.716315
3.716315	3.763960
3.763960	3.811605
3.811605	3.859250
3.859250	3.906895
3.906895	3.954540
3.954540	4.002185
4.002185	4.049830
4.049830	4.097475
4.097475	4.145120
4.145120	4.192765
4.192765	4.240410
4.240410	4.288055
4.288055	4.335700
4.335700	4.383346
4.383346	4.430991
4.430991	4.478636
4.478636	4.526281
4.526281	4.573926
4.573926	4.621571
4.621571	4.669216
4.669216	4.716861
4.716861	4.764506
4.764506	4.812151
4.812151	4.859796
4.859796	4.907441
4.907441	4.955086
4.955086	5.002731
5.002731	5.050376
5.050376	5.098021
5.098021	5.145666
5.145666	5.193312
5.193312	5.240957
5.240957	5.288602
5.288602	5.336247
5.336247	5.383892
5.383892	5.431537
5.431537	5.479182
5.479182	5.526827
5.526827	5.574472
5.574472	5.622117
5.622117	5.669762
5.669762	5.717407
5.717407	5.765052
5.765052	5.812697
5.812697	5.860342
5.860342	5.907987
5.907987	5.955633
5.955633	6.003278
6.003278	6.050923
6.050923	6.098568
6.098568	6.146213
6.146213	6.193858
6.193858	6.241503
6.241503	6.289148
6.289148	6.336793
6.336793	6.384438
6.384438	6.432083
6.432083	6.479728
6.479728	6.527373
6.527373	6.575018
6.575018	6.622663
6.622663	6.670308
6.670308	6.717953
6.717953	6.765599
6.765599	6.813244
6.813244	6.860889
6.860889	6.908534
6.908534	6.956179
6.956179	7.003824
7.003824	7.051469
7.051469	7.099114
7.099114	7.146759
7.146759	7.194404
7.194404	7.242049
7.242049	7.289694
7.289694	7.337339
7.337339	7.384984
7.384984	7.432629
7.432629	7.480274
7.480274	7.527919
7.527919	7.575565
7.575565	7.623210
7.623210	7.670855
7.670855	7.718500
7.718500	7.766145
7.766145	7.813790
7.813790	7.861435
7.861435	7.909080
7.909080	7.956725
7.956725	8.004370
8.004370	8.099660
8.099660	8.194950
8.194950	8.290240
8.290240	8.385531
8.385531	8.480821
8.480821	8.576111
8.576111	8.671401
8.671401	8.766691
8.766691	8.861981
8.861981	8.957271
8.957271	9.052561
9.052561	9.147852
9.147852	9.243142
9.243142	9.338432
9.338432	9.433722
9.433722	9.529012
9.529012	9.624302
9.624302	9.719592
9.719592	9.814882
9.814882	9.910172
9.910172	10.005463
10.005463	10.100753
10.100753	10.196043
10.196043	10.291333
10.291333	10.386623
10.386623	10.481913
10.481913	10.577203
10.577203	10.672493
10.672493	10.767784
10.767784	10.863074
10.863074	10.958364
10.958364	11.053654
11.053654	11.148944
11.148944	11.244234
11.244234	11.339524
11.339524	11.434814
11.434814	11.530105
11.530105	11.625395
11.625395	11.720685
11.720685	11.815975
11.815975	11.911265
11.911265	12.006555
12.006555	12.101845
12.101845	12.197135
12.197135	12.292425
12.292425	12.387716
12.387716	12.483006
12.483006	12.578296
12.578296	12.673586
12.673586	12.768876
12.768876	12.864166
12.864166	12.959456
12.959456	13.054746
13.054746	13.150037
13.150037	13.245327
13.245327	13.340617
13.340617	13.435907
13.435907	13.531197
13.531197	13.626487
13.626487	13.721777
13.721777	13.817067
13.817067	13.912358
13.912358	14.007648
14.007648	14.102938
14.102938	14.198228
14.198228	14.293518
14.293518	14.388808
14.388808	14.484098
14.484098	14.579388
14.579388	14.674678
14.674678	14.769969
14.769969	14.865259
14.865259	14.960549
14.960549	15.055839
15.055839	15.151129
